PremiumID,PolicyID,PremiumAmount,CommissionAmount
POL0030420,POL0030420,254296,33058.48
POL0030421,POL0030421,12019,1923.04
POL0030422,POL0030422,7020,631.8
POL0030423,POL0030423,2327,139.62
POL0030424,POL0030424,295,26.55
POL0030425,POL0030425,3672,734.4
POL0030426,POL0030426,1498,104.86
POL0030427,POL0030427,272608,54521.6
POL0030428,POL0030428,3538,176.9
POL0030429,POL0030429,12093,1451.16
POL0030430,POL0030430,1282,192.3
POL0030431,POL0030431,20100,1005
POL0030432,POL0030432,17360,2430.4
POL0030433,POL0030433,10810,1837.7
POL0030434,POL0030434,3297,659.4
POL0030435,POL0030435,8669,433.45
POL0030436,POL0030436,1600,112
POL0030437,POL0030437,4824,434.16
POL0030438,POL0030438,3717,706.23
POL0030439,POL0030439,3975,636
POL0030440,POL0030440,15758,945.48
POL0030441,POL0030441,810,105.3
POL0030442,POL0030442,14717,2796.23
POL0030443,POL0030443,39575,1978.75
POL0030444,POL0030444,886,132.9
POL0030445,POL0030445,3135,344.85
POL0030446,POL0030446,59409,10693.62
POL0030447,POL0030447,5466,929.22
POL0030448,POL0030448,4526,859.94
POL0030449,POL0030449,658,118.44
POL0030450,POL0030450,3065,398.45
POL0030451,POL0030451,3618,615.06
POL0030452,POL0030452,130941,9165.87
POL0030453,POL0030453,22427,4036.86
POL0030454,POL0030454,5208,260.4
POL0030455,POL0030455,3174,476.1
POL0030456,POL0030456,49190,7870.4
POL0030457,POL0030457,1968,354.24
POL0030458,POL0030458,1805,198.55
POL0030459,POL0030459,1466,73.3
POL0030460,POL0030460,3602,252.14
POL0030461,POL0030461,155232,17075.52
POL0030462,POL0030462,484,58.08
POL0030463,POL0030463,13685,2463.3
POL0030464,POL0030464,3683,515.62
POL0030465,POL0030465,4332,476.52
POL0030466,POL0030466,4385,482.35
POL0030467,POL0030467,3116,186.96
POL0030468,POL0030468,4016,682.72
POL0030469,POL0030469,1031,195.89
POL0030470,POL0030470,1358,67.9
POL0030471,POL0030471,27339,1913.73
POL0030472,POL0030472,87710,14910.7
POL0030473,POL0030473,1950,156
POL0030474,POL0030474,960,172.8
POL0030475,POL0030475,135828,27165.6
POL0030476,POL0030476,55829,7257.77
POL0030477,POL0030477,13155,1973.25
POL0030478,POL0030478,1235,172.9
POL0030479,POL0030479,170873,22213.49
POL0030480,POL0030480,3202,448.28
POL0030481,POL0030481,76335,15267
POL0030482,POL0030482,4073,285.11
POL0030483,POL0030483,2787,167.22
POL0030484,POL0030484,602,36.12
POL0030485,POL0030485,498680,24934
POL0030486,POL0030486,5785,578.5
POL0030487,POL0030487,3317,165.85
POL0030488,POL0030488,756,98.28
POL0030489,POL0030489,1746,226.98
POL0030490,POL0030490,3166,158.3
POL0030491,POL0030491,418,79.42
POL0030492,POL0030492,1414,282.8
POL0030493,POL0030493,1863,298.08
POL0030494,POL0030494,4822,530.42
POL0030495,POL0030495,4625,740
POL0030496,POL0030496,2896,347.52
POL0030497,POL0030497,171892,10313.52
POL0030498,POL0030498,53687,4294.96
POL0030499,POL0030499,15651,2034.63
POL0030500,POL0030500,5064,354.48
POL0030501,POL0030501,11505,1035.45
POL0030502,POL0030502,7792,1480.48
POL0030503,POL0030503,1021,153.15
POL0030504,POL0030504,676,60.84
POL0030505,POL0030505,458,68.7
POL0030506,POL0030506,500472,25023.6
POL0030507,POL0030507,5496,659.52
POL0030508,POL0030508,22358,2459.38
POL0030509,POL0030509,18278,2924.48
POL0030510,POL0030510,34653,4158.36
POL0030511,POL0030511,3518,175.9
POL0030512,POL0030512,303,60.6
POL0030513,POL0030513,2922,350.64
POL0030514,POL0030514,10434,626.04
POL0030515,POL0030515,5347,641.64
POL0030516,POL0030516,236,14.16
POL0030517,POL0030517,973,87.57
POL0030518,POL0030518,1946,291.9
POL0030519,POL0030519,3476,382.36
POL0030520,POL0030520,2721,217.68
POL0030521,POL0030521,944,141.6
POL0030522,POL0030522,3151,220.57
POL0030523,POL0030523,1158,220.02
POL0030524,POL0030524,1508,241.28
POL0030525,POL0030525,1226,147.12
POL0030526,POL0030526,3964,673.88
POL0030527,POL0030527,6341,317.05
POL0030528,POL0030528,1565,281.7
POL0030529,POL0030529,951,76.08
POL0030530,POL0030530,13966,698.3
POL0030531,POL0030531,23412,4682.4
POL0030532,POL0030532,5504,935.68
POL0030533,POL0030533,1019,173.23
POL0030534,POL0030534,4886,781.76
POL0030535,POL0030535,18415,2946.4
POL0030536,POL0030536,1453,188.89
POL0030537,POL0030537,1405,126.45
POL0030538,POL0030538,2865,229.2
POL0030539,POL0030539,38336,7283.84
POL0030540,POL0030540,2714,325.68
POL0030541,POL0030541,1106,88.48
POL0030542,POL0030542,2456,294.72
POL0030543,POL0030543,6339,633.9
POL0030544,POL0030544,7060,1270.8
POL0030545,POL0030545,5898,1002.66
POL0030546,POL0030546,2201,352.16
POL0030547,POL0030547,2962,592.4
POL0030548,POL0030548,27859,2228.72
POL0030549,POL0030549,2495,124.75
POL0030550,POL0030550,2718,271.8
POL0030551,POL0030551,5403,864.48
POL0030552,POL0030552,29495,5309.1
POL0030553,POL0030553,96674,16434.58
POL0030554,POL0030554,1970,295.5
POL0030555,POL0030555,11939,1671.46
POL0030556,POL0030556,633,107.61
POL0030557,POL0030557,3223,257.84
POL0030558,POL0030558,3523,211.38
POL0030559,POL0030559,14612,2630.16
POL0030560,POL0030560,462952,92590.4
POL0030561,POL0030561,3963,554.82
POL0030562,POL0030562,12121,2424.2
POL0030563,POL0030563,1683,185.13
POL0030564,POL0030564,68306,11612.02
POL0030565,POL0030565,12283,2088.11
POL0030566,POL0030566,2885,173.1
POL0030567,POL0030567,4946,692.44
POL0030568,POL0030568,2630,341.9
POL0030569,POL0030569,1868,354.92
POL0030570,POL0030570,13477,2425.86
POL0030571,POL0030571,832,91.52
POL0030572,POL0030572,5120,1024
POL0030573,POL0030573,1759,263.85
POL0030574,POL0030574,4356,217.8
POL0030575,POL0030575,8233,1399.61
POL0030576,POL0030576,4229,549.77
POL0030577,POL0030577,4927,936.13
POL0030578,POL0030578,1711,171.1
POL0030579,POL0030579,55440,3326.4
POL0030580,POL0030580,781,132.77
POL0030581,POL0030581,10357,1760.69
POL0030582,POL0030582,9214,1382.1
POL0030583,POL0030583,7962,1194.3
POL0030584,POL0030584,216,34.56
POL0030585,POL0030585,525,52.5
POL0030586,POL0030586,455280,36422.4
POL0030587,POL0030587,929,46.45
POL0030588,POL0030588,550,55
POL0030589,POL0030589,1056,147.84
POL0030590,POL0030590,1949,331.33
POL0030591,POL0030591,1545,262.65
POL0030592,POL0030592,12541,1630.33
POL0030593,POL0030593,3058,214.06
POL0030594,POL0030594,5284,475.56
POL0030595,POL0030595,14410,720.5
POL0030596,POL0030596,337,43.81
POL0030597,POL0030597,226,15.82
POL0030598,POL0030598,4885,293.1
POL0030599,POL0030599,1264,214.88
POL0030600,POL0030600,2485,173.95
POL0030601,POL0030601,1425,85.5
POL0030602,POL0030602,6542,1177.56
POL0030603,POL0030603,1127,191.59
POL0030604,POL0030604,11360,568
POL0030605,POL0030605,701,56.08
POL0030606,POL0030606,255,15.3
POL0030607,POL0030607,1021,173.57
POL0030608,POL0030608,6794,1154.98
POL0030609,POL0030609,86038,5162.28
POL0030610,POL0030610,2895,492.15
POL0030611,POL0030611,814,56.98
POL0030612,POL0030612,43551,2613.06
POL0030613,POL0030613,8621,1206.94
POL0030614,POL0030614,32536,2602.88
POL0030615,POL0030615,11672,1400.64
POL0030616,POL0030616,6233,997.28
POL0030617,POL0030617,1273,140.03
POL0030618,POL0030618,5516,386.12
POL0030619,POL0030619,11413,1141.3
POL0030620,POL0030620,1944,369.36
POL0030621,POL0030621,4069,244.14
POL0030622,POL0030622,70664,5653.12
POL0030623,POL0030623,13031,912.17
POL0030624,POL0030624,4427,309.89
POL0030625,POL0030625,22437,1121.85
POL0030626,POL0030626,1214,242.8
POL0030627,POL0030627,18921,1702.89
POL0030628,POL0030628,24245,1212.25
POL0030629,POL0030629,1742,174.2
POL0030630,POL0030630,1700,204
POL0030631,POL0030631,8902,712.16
POL0030632,POL0030632,661,99.15
POL0030633,POL0030633,226,15.82
POL0030634,POL0030634,3230,290.7
POL0030635,POL0030635,454,45.4
POL0030636,POL0030636,1583,174.13
POL0030637,POL0030637,1112,77.84
POL0030638,POL0030638,76538,9184.56
POL0030639,POL0030639,2735,464.95
POL0030640,POL0030640,8623,1379.68
POL0030641,POL0030641,6812,613.08
POL0030642,POL0030642,552,93.84
POL0030643,POL0030643,8069,1452.42
POL0030644,POL0030644,3454,310.86
POL0030645,POL0030645,50952,8661.84
POL0030646,POL0030646,1681,201.72
POL0030647,POL0030647,531,42.48
POL0030648,POL0030648,1553,279.54
POL0030649,POL0030649,2855,228.4
POL0030650,POL0030650,920,156.4
POL0030651,POL0030651,21144,2114.4
POL0030652,POL0030652,4970,447.3
POL0030653,POL0030653,11003,1100.3
POL0030654,POL0030654,1239,123.9
POL0030655,POL0030655,22822,3195.08
POL0030656,POL0030656,1743,104.58
POL0030657,POL0030657,3201,544.17
POL0030658,POL0030658,3434,412.08
POL0030659,POL0030659,2112,168.96
POL0030660,POL0030660,2208,419.52
POL0030661,POL0030661,3675,624.75
POL0030662,POL0030662,394632,74980.08
POL0030663,POL0030663,238840,40602.8
POL0030664,POL0030664,9222,553.32
POL0030665,POL0030665,195,35.1
POL0030666,POL0030666,857,94.27
POL0030667,POL0030667,58100,5810
POL0030668,POL0030668,4812,625.56
POL0030669,POL0030669,1603,96.18
POL0030670,POL0030670,6037,905.55
POL0030671,POL0030671,2561,307.32
POL0030672,POL0030672,2264,407.52
POL0030673,POL0030673,2388,143.28
POL0030674,POL0030674,2565,487.35
POL0030675,POL0030675,350,56
POL0030676,POL0030676,2185,349.6
POL0030677,POL0030677,1338,240.84
POL0030678,POL0030678,2507,350.98
POL0030679,POL0030679,1584,126.72
POL0030680,POL0030680,2942,588.4
POL0030681,POL0030681,17774,3021.58
POL0030682,POL0030682,664,73.04
POL0030683,POL0030683,435,82.65
POL0030684,POL0030684,14095,2255.2
POL0030685,POL0030685,8249,1567.31
POL0030686,POL0030686,27738,4992.84
POL0030687,POL0030687,1290,141.9
POL0030688,POL0030688,261,20.88
POL0030689,POL0030689,3181,349.91
POL0030690,POL0030690,3249,324.9
POL0030691,POL0030691,7173,932.49
POL0030692,POL0030692,2658,186.06
POL0030693,POL0030693,919,147.04
POL0030694,POL0030694,4413,485.43
POL0030695,POL0030695,13693,1369.3
POL0030696,POL0030696,697,97.58
POL0030697,POL0030697,11843,710.58
POL0030698,POL0030698,9560,860.4
POL0030699,POL0030699,462,50.82
POL0030700,POL0030700,4110,287.7
POL0030701,POL0030701,1358,190.12
POL0030702,POL0030702,6777,1287.63
POL0030703,POL0030703,67176,3358.8
POL0030704,POL0030704,74,14.8
POL0030705,POL0030705,7454,670.86
POL0030706,POL0030706,4349,260.94
POL0030707,POL0030707,3696,369.6
POL0030708,POL0030708,720,86.4
POL0030709,POL0030709,476,33.32
POL0030710,POL0030710,6021,1023.57
POL0030711,POL0030711,973,184.87
POL0030712,POL0030712,635,114.3
POL0030713,POL0030713,5393,539.3
POL0030714,POL0030714,7924,554.68
POL0030715,POL0030715,2785,334.2
POL0030716,POL0030716,139507,13950.7
POL0030717,POL0030717,2189,372.13
POL0030718,POL0030718,415352,74763.36
POL0030719,POL0030719,843,151.74
POL0030720,POL0030720,6825,1228.5
POL0030721,POL0030721,2361,424.98
POL0030722,POL0030722,4179,334.32
POL0030723,POL0030723,581,63.91
POL0030724,POL0030724,9666,773.28
POL0030725,POL0030725,3238,259.04
POL0030726,POL0030726,2812,224.96
POL0030727,POL0030727,44117,5735.21
POL0030728,POL0030728,13490,1483.9
POL0030729,POL0030729,43480,3913.2
POL0030730,POL0030730,4586,321.02
POL0030731,POL0030731,2920,408.8
POL0030732,POL0030732,65310,6531
POL0030733,POL0030733,6963,626.67
POL0030734,POL0030734,29022,3192.42
POL0030735,POL0030735,137928,19309.92
POL0030736,POL0030736,6925,761.75
POL0030737,POL0030737,5961,536.49
POL0030738,POL0030738,3317,165.85
POL0030739,POL0030739,206472,10323.6
POL0030740,POL0030740,6938,971.32
POL0030741,POL0030741,18534,2409.42
POL0030742,POL0030742,5264,736.96
POL0030743,POL0030743,253,15.18
POL0030744,POL0030744,10349,1345.37
POL0030745,POL0030745,33334,6666.8
POL0030746,POL0030746,10858,760.06
POL0030747,POL0030747,34339,4120.68
POL0030748,POL0030748,4331,736.27
POL0030749,POL0030749,10153,1726.01
POL0030750,POL0030750,839,75.51
POL0030751,POL0030751,5891,765.83
POL0030752,POL0030752,1716,343.2
POL0030753,POL0030753,695,139
POL0030754,POL0030754,3185,222.95
POL0030755,POL0030755,5802,464.16
POL0030756,POL0030756,9023,812.07
POL0030757,POL0030757,222600,44520
POL0030758,POL0030758,888,88.8
POL0030759,POL0030759,419,75.42
POL0030760,POL0030760,38672,2320.32
POL0030761,POL0030761,7015,1192.55
POL0030762,POL0030762,5288,528.8
POL0030763,POL0030763,619,105.23
POL0030764,POL0030764,7632,1068.48
POL0030765,POL0030765,30145,4823.2
POL0030766,POL0030766,2006,320.96
POL0030767,POL0030767,47970,7675.2
POL0030768,POL0030768,11614,812.98
POL0030769,POL0030769,1678,151.02
POL0030770,POL0030770,642,109.14
POL0030771,POL0030771,9408,1693.44
POL0030772,POL0030772,7444,744.4
POL0030773,POL0030773,2371,189.68
POL0030774,POL0030774,27090,4334.4
POL0030775,POL0030775,3371,674.2
POL0030776,POL0030776,2559,230.31
POL0030777,POL0030777,94784,6634.88
POL0030778,POL0030778,1253,62.65
POL0030779,POL0030779,972,145.8
POL0030780,POL0030780,867,164.73
POL0030781,POL0030781,31315,2505.2
POL0030782,POL0030782,489720,24486
POL0030783,POL0030783,390,31.2
POL0030784,POL0030784,77904,6232.32
POL0030785,POL0030785,17665,2473.1
POL0030786,POL0030786,3129,281.61
POL0030787,POL0030787,4543,590.59
POL0030788,POL0030788,48125,2887.5
POL0030789,POL0030789,3372,674.4
POL0030790,POL0030790,1001,60.06
POL0030791,POL0030791,13334,2400.12
POL0030792,POL0030792,14966,1646.26
POL0030793,POL0030793,4992,748.8
POL0030794,POL0030794,3233,646.6
POL0030795,POL0030795,32595,2281.65
POL0030796,POL0030796,4385,263.1
POL0030797,POL0030797,33673,4040.76
POL0030798,POL0030798,4266,213.3
POL0030799,POL0030799,921,101.31
POL0030800,POL0030800,2147,386.46
POL0030801,POL0030801,3787,568.05
POL0030802,POL0030802,15969,2395.35
POL0030803,POL0030803,7312,438.72
POL0030804,POL0030804,12180,1218
POL0030805,POL0030805,5207,676.91
POL0030806,POL0030806,478128,71719.2
POL0030807,POL0030807,10406,520.3
POL0030808,POL0030808,130104,14311.44
POL0030809,POL0030809,13918,1670.16
POL0030810,POL0030810,1920,230.4
POL0030811,POL0030811,46178,2308.9
POL0030812,POL0030812,4691,562.92
POL0030813,POL0030813,1095,54.75
POL0030814,POL0030814,164503,13160.24
POL0030815,POL0030815,9833,1278.29
POL0030816,POL0030816,1626,308.94
POL0030817,POL0030817,5327,266.35
POL0030818,POL0030818,591,35.46
POL0030819,POL0030819,20551,2877.14
POL0030820,POL0030820,2861,486.37
POL0030821,POL0030821,1842,165.78
POL0030822,POL0030822,9763,1171.56
POL0030823,POL0030823,550,99
POL0030824,POL0030824,1875,150
POL0030825,POL0030825,1645,213.85
POL0030826,POL0030826,3737,710.03
POL0030827,POL0030827,710,99.4
POL0030828,POL0030828,2871,229.68
POL0030829,POL0030829,2470,271.7
POL0030830,POL0030830,4070,814
POL0030831,POL0030831,11771,2354.2
POL0030832,POL0030832,3301,198.06
POL0030833,POL0030833,47208,3776.64
POL0030834,POL0030834,6518,1108.06
POL0030835,POL0030835,3819,305.52
POL0030836,POL0030836,681,68.1
POL0030837,POL0030837,1302,91.14
POL0030838,POL0030838,1794,322.92
POL0030839,POL0030839,24079,1203.95
POL0030840,POL0030840,2597,337.61
POL0030841,POL0030841,338,27.04
POL0030842,POL0030842,9075,1633.5
POL0030843,POL0030843,2835,453.6
POL0030844,POL0030844,231,16.17
POL0030845,POL0030845,3226,193.56
POL0030846,POL0030846,1861,204.71
POL0030847,POL0030847,11711,1639.54
POL0030848,POL0030848,3895,233.7
POL0030849,POL0030849,2648,238.32
POL0030850,POL0030850,4628,740.48
POL0030851,POL0030851,53715,10743
POL0030852,POL0030852,690,41.4
POL0030853,POL0030853,24278,1456.68
POL0030854,POL0030854,1976,98.8
POL0030855,POL0030855,1443,245.31
POL0030856,POL0030856,25102,2259.18
POL0030857,POL0030857,1252,212.84
POL0030858,POL0030858,2607,312.84
POL0030859,POL0030859,1461,189.93
POL0030860,POL0030860,780,140.4
POL0030861,POL0030861,138,8.28
POL0030862,POL0030862,1957,391.4
POL0030863,POL0030863,1658,315.02
POL0030864,POL0030864,13734,1785.42
POL0030865,POL0030865,89387,7150.96
POL0030866,POL0030866,2373,142.38
POL0030867,POL0030867,29280,3220.8
POL0030868,POL0030868,3164,253.12
POL0030869,POL0030869,17726,1240.82
POL0030870,POL0030870,15995,1279.6
POL0030871,POL0030871,14542,2326.72
POL0030872,POL0030872,43224,5619.12
POL0030873,POL0030873,13689,1368.9
POL0030874,POL0030874,103860,14540.4
POL0030875,POL0030875,304,24.32
POL0030876,POL0030876,646,32.3
POL0030877,POL0030877,2129,298.06
POL0030878,POL0030878,43260,6921.6
POL0030879,POL0030879,4355,391.95
POL0030880,POL0030880,15714,2828.52
POL0030881,POL0030881,2822,479.74
POL0030882,POL0030882,8540,512.4
POL0030883,POL0030883,5140,514
POL0030884,POL0030884,19941,3988.2
POL0030885,POL0030885,17417,1915.87
POL0030886,POL0030886,911,136.65
POL0030887,POL0030887,131956,14515.16
POL0030888,POL0030888,3689,516.46
POL0030889,POL0030889,513,92.34
POL0030890,POL0030890,1309,157.08
POL0030891,POL0030891,3748,599.68
POL0030892,POL0030892,14575,1020.25
POL0030893,POL0030893,13949,1394.9
POL0030894,POL0030894,468,79.56
POL0030895,POL0030895,5497,274.85
POL0030896,POL0030896,284,53.96
POL0030897,POL0030897,1489,238.24
POL0030898,POL0030898,4150,539.5
POL0030899,POL0030899,1879,225.48
POL0030900,POL0030900,10925,764.75
POL0030901,POL0030901,1560,265.2
POL0030902,POL0030902,1393,153.23
POL0030903,POL0030903,185,22.2
POL0030904,POL0030904,935,168.3
POL0030905,POL0030905,15658,939.48
POL0030906,POL0030906,1100,187
POL0030907,POL0030907,2413,217.17
POL0030908,POL0030908,2016,322.56
POL0030909,POL0030909,6702,938.28
POL0030910,POL0030910,151116,16622.76
POL0030911,POL0030911,2394,119.7
POL0030912,POL0030912,2790,334.8
POL0030913,POL0030913,4139,413.9
POL0030914,POL0030914,789,149.91
POL0030915,POL0030915,23930,3828.8
POL0030916,POL0030916,52357,6282.84
POL0030917,POL0030917,16491,2803.47
POL0030918,POL0030918,692,138.4
POL0030919,POL0030919,5174,413.92
POL0030920,POL0030920,34696,2081.76
POL0030921,POL0030921,1217,219.06
POL0030922,POL0030922,1522,243.52
POL0030923,POL0030923,301,15.05
POL0030924,POL0030924,3774,566.1
POL0030925,POL0030925,2007,100.35
POL0030926,POL0030926,3170,190.2
POL0030927,POL0030927,1422,184.86
POL0030928,POL0030928,13533,1759.29
POL0030929,POL0030929,534,32.04
POL0030930,POL0030930,4467,714.72
POL0030931,POL0030931,2271,454.2
POL0030932,POL0030932,24042,2644.62
POL0030933,POL0030933,3706,222.36
POL0030934,POL0030934,8175,1226.25
POL0030935,POL0030935,16289,1466.01
POL0030936,POL0030936,1281,115.29
POL0030937,POL0030937,1752,262.8
POL0030938,POL0030938,1093,218.6
POL0030939,POL0030939,322,61.18
POL0030940,POL0030940,1735,156.15
POL0030941,POL0030941,5704,285.2
POL0030942,POL0030942,4051,283.57
POL0030943,POL0030943,120736,21732.48
POL0030944,POL0030944,3157,631.4
POL0030945,POL0030945,4929,295.74
POL0030946,POL0030946,825,99
POL0030947,POL0030947,21372,2137.2
POL0030948,POL0030948,4456,490.16
POL0030949,POL0030949,45374,3629.92
POL0030950,POL0030950,1704,170.4
POL0030951,POL0030951,6269,877.66
POL0030952,POL0030952,5445,381.15
POL0030953,POL0030953,461,55.32
POL0030954,POL0030954,657,65.7
POL0030955,POL0030955,2307,461.4
POL0030956,POL0030956,2962,503.54
POL0030957,POL0030957,1542,92.52
POL0030958,POL0030958,418,54.34
POL0030959,POL0030959,3747,449.64
POL0030960,POL0030960,2557,306.84
POL0030961,POL0030961,25873,4915.87
POL0030962,POL0030962,4640,232
POL0030963,POL0030963,2532,329.16
POL0030964,POL0030964,30654,1532.7
POL0030965,POL0030965,3070,552.6
POL0030966,POL0030966,3743,336.87
POL0030967,POL0030967,4246,806.74
POL0030968,POL0030968,24626,2216.34
POL0030969,POL0030969,933,139.95
POL0030970,POL0030970,1693,338.6
POL0030971,POL0030971,1199,155.87
POL0030972,POL0030972,20631,3919.89
POL0030973,POL0030973,8826,617.82
POL0030974,POL0030974,1179,82.53
